Bengali,Chakma,Tense
".মাছেদের পেট থেকে শুধু গন্ধ বের হ, আর তার জাতের ভূতটা,জাতের ভালোর জন্য তার গিঁটগুলো আলাদা করে রেখেছে।","𑄟𑄖𑄴𑄖𑄧𑄢𑄴 𑄡𑄢𑄬 𑄃𑄬𑄞𑄧 𑄛𑄬𑄝𑄢𑄴 𑄃𑄏 𑄃𑄊𑄬 𑄎𑄘𑄧𑄢𑄴 𑄖𑄧𑄛𑄴𑄛𑄬𑄖𑄴𑄪𑄚𑄴 𑄇𑄪𑄎𑄮𑄣𑄨 𑄉𑄧𑄢𑄨𑄚𑄴, 𑄃𑄢𑄴 𑄖 𑄎𑄖𑄴 𑄛𑄳𑄢𑄬𑄖𑄳𑄠𑄃𑄨, 𑄎𑄖𑄴 𑄞𑄣𑄬𑄘𑄨𑄖𑄳𑄠𑄃𑄨 𑄖 𑄉𑄨𑄘𑄮𑄢𑄴 𑄉𑄌𑄴𑄌𑄢𑄠𑄴 𑄘𑄉𑄨 𑄃𑄬𑄇𑄴𑄈𑄚𑄧𑄖𑄴 𑄗𑄪𑄝𑄮 𑄉𑄧𑄢𑄮𑄇𑄴𑄇𑄨 𑄃𑄬 𑄞𑄬𑄃𑄨𑄠𑄬 𑄞𑄬𑄃𑄨𑄠𑄬 𑄇𑄮𑄌𑄴𑄛𑄛𑄨 𑄚𑄬𑄃𑄨, 𑄚𑄬𑄃𑄨 𑄥𑄬𑄢𑄬𑄖𑄴𑄖 𑄌𑄋𑄴𑄟𑄃𑄪𑄚𑄧𑄢𑄬।",Present
খবরটা পাওার পর তার শরীরটা একটু কাঁপতেছে,𑄈𑄧𑄝𑄧𑄢𑄴 𑄛𑄁 𑄖𑄢𑄴 𑄃𑄨𑄢𑄪𑄇𑄴 𑄎𑄨𑄁𑄇𑄚𑄨𑄢𑄴 𑄥𑄧𑄟𑄧𑄠𑄧𑄢𑄴 𑄣𑄉𑄚𑄇𑄳𑄠𑄬𑄃𑄨 𑄃𑄬𑄇𑄴𑄇𑄚 𑄖𑄢𑄖𑄋𑄧𑄌𑄳𑄠 𑄃𑄧𑄞𑄧।,Present
সে না হলে চামা দিে হেঁটে যাওার সম পাহাে পাহাে হাত দিে হেঁটে যাওার জন্য পাহাের মাথা হাত দিে হেঁটে যাওার সম চামা দিে হেঁটে যাওার জন্য তেতো হাত দিে হেঁটে যাওার সমে পাহাে হাত দিে হেঁটে যাওার জন্য পাহাে হাত দিে হেঁটে যাওার সম পাহাে হেঁটে যেতে পারে না বলে তেতো হাতপাহা,𑄃 𑄚𑄧 𑄦𑄧𑄣𑄬 𑄌𑄋𑄴𑄟 𑄎𑄠𑄴𑄮 𑄝𑄢𑄴𑄦𑄋𑄚𑄬 𑄛𑄨𑄠𑄬 𑄦𑄖𑄳𑄠𑄢𑄚𑄨 𑄃𑄧𑄇𑄴𑄖𑄧 𑄟𑄧𑄎𑄨𑄟𑄴 𑄣𑄢𑄨 𑄚𑄧 𑄎𑄚𑄢𑄴 𑄇𑄢𑄧𑄚𑄬 𑄖𑄨𑄉𑄪𑄌𑄳𑄠 𑄙𑄪𑄚𑄴𑄘𑄪𑄇𑄴 𑄈𑄬𑄃𑄨𑄝𑄢𑄴 𑄃𑄧𑄇𑄴𑄖𑄧 𑄃𑄧𑄞𑄧-,Present
প্রতিদিন বোতে হ,𑄚𑄨𑄖𑄴𑄖𑄮 𑄝𑄬𑄢𑄳𑄦𑄬 𑄛𑄁।,Present
.অঞ্চল কি ভালো?,𑄃𑄧𑄚𑄴𑄥𑄪𑄢𑄴 𑄇𑄨 𑄉𑄧𑄟𑄴 𑄇𑄧𑄦𑄇𑄴 𑄟𑄚𑄴𑄌𑄳𑄠?,Present
কোন কথা শুনতে হ,𑄇𑄪 𑄇𑄧𑄙𑄃𑄮 𑄥𑄪𑄚𑄧 𑄛𑄧𑄢𑄬 𑄇𑄨𑄏𑄪।,Present
সে কি মন ভেঙে দিবে?,𑄥𑄬𑄚𑄬 𑄇𑄨 𑄟𑄧𑄚𑄴 𑄞𑄋𑄨𑄝𑄬 𑄘𑄪𑄊𑄬?,Future
.সে কেন এত চুপ করে থাকবে?,𑄥𑄨𑄠𑄚𑄴𑄘𑄮𑄃𑄨 𑄃𑄬𑄙𑄧𑄇𑄴𑄬 𑄗𑄬𑄝𑄬 𑄚𑄨𑄉𑄪𑄢𑄨?,Future
বেইনটা ধোা সেলাই করে দো,𑄝𑄬𑄚𑄳𑄠 𑄙𑄮𑄃𑄨 𑄘𑄳𑄠 𑄥𑄨𑄢𑄧 𑄛𑄨𑄚𑄠𑄬।,Present
তোমার আমি এত ব ব করে তাকিে থাকি,𑄖𑄧 𑄟𑄪𑄠𑄚𑄴 𑄎𑄪𑄚𑄨 𑄃𑄬𑄙𑄧𑄇𑄴𑄬 𑄍𑄬𑄃𑄨 𑄃𑄈𑄢-,Present
আমার জীবনে আরাম লাগে,𑄟𑄧 𑄎𑄨𑄁𑄇𑄚𑄨𑄖𑄴 𑄥𑄢𑄣𑄳𑄠 𑄣𑄉𑄬 𑄥𑄧𑄇𑄴𑄬!,Present
. লাফিে মাথা উঁচু করে দুইজনে,𑄜𑄣𑄬𑄬 𑄟𑄙 𑄃𑄪𑄎𑄪 𑄉𑄧𑄢𑄨 𑄝𑄎𑄨 𑄘𑄳𑄦𑄨𑄎𑄧𑄚𑄬।,Present
ও আলুটিলা মন তোমাকে ডাকতেছি,"𑄃𑄮 𑄃𑄣𑄪𑄑𑄨𑄣 𑄟𑄮𑄚𑄴 𑄖𑄧𑄢𑄬 𑄘𑄉𑄨 𑄇𑄧𑄋𑄴,",Present
কত ব মানুষ তুমি সম,𑄇𑄧𑄘𑄧 𑄇𑄨𑄎𑄪𑄢𑄴 𑄥𑄇𑄴𑄈𑄨 𑄖𑄪𑄭 𑄡𑄪𑄇𑄴 𑄡𑄪𑄇𑄴 𑄥𑄧𑄁।,Present
পেলে তুমি আমাকে একটুও ভুলে যা না,𑄛𑄬𑄣𑄬 𑄖𑄪𑄭 𑄃𑄟𑄢𑄬 𑄇𑄧𑄚𑄧 𑄇𑄨𑄖𑄳𑄠𑄬𑄖𑄴 𑄚𑄧 𑄡𑄌𑄴।,Present
কোন আঝা মানুষ মারা গেল,"𑄇𑄧𑄚𑄴 𑄃𑄏𑄠𑄴 𑄉𑄧𑄢𑄧𑄢𑄴 𑄟𑄚𑄪𑄌𑄴 𑄎𑄢𑄧𑄖𑄴 𑄉𑄬𑄣𑄇𑄴,",Past
"কি আপ্যান আসলো, কি পেল?","𑄇𑄨 𑄃𑄏 𑄃𑄬𑄣𑄧 𑄇𑄨 𑄃𑄧𑄣𑄧, 𑄃 𑄇𑄨 𑄛𑄬𑄣𑄇𑄴?",Past
যখন কোনো কিছু আসলো না তখন শুধু সুখ,"𑄡𑄬𑄇𑄴𑄬 𑄇𑄧𑄚𑄧 𑄇𑄨𑄌𑄴𑄍𑄪 𑄚𑄧 𑄃𑄬𑄣𑄧 𑄇𑄨𑄘𑄨𑄇𑄳𑄠𑄬𑄚𑄴 𑄥𑄪𑄇𑄴,",Past
এখনকার মতো আগে তো শুধু দুঃখ,𑄃𑄨𑄇𑄴𑄬 𑄃𑄬𑄘𑄧𑄇𑄴 𑄃𑄉𑄬 𑄖𑄮𑄠 𑄝𑄚 𑄝𑄚 𑄘𑄪𑄇𑄴।,Present
"বাির দোল আছে,কলম নেই","𑄊𑄧𑄢𑄴 𑄘𑄮𑄢𑄴 𑄃𑄬𑄌𑄳𑄠 𑄃𑄊𑄬, 𑄇𑄬𑄣𑄳𑄠 𑄚𑄬𑄭,",Present
কী এইদিক?,𑄇𑄨𑄖𑄳𑄠𑄬𑄃𑄨 𑄃𑄨𑄘𑄨𑄇𑄳𑄠𑄬𑄚𑄴?,Present
".ও-বামা ভালো,আমরা একটু চিন্তা করি","𑄃𑄮-𑄝𑄛𑄴 𑄞𑄬𑄭𑄣𑄧𑄇𑄴, 𑄃𑄟𑄨 𑄃𑄬𑄇𑄴𑄇 𑄞𑄝𑄨 𑄌𑄬𑄭,",Present
ভে ভে বন্ধু নেই যেখানে সেখানে মারামারি,𑄞𑄬𑄭𑄠𑄬 𑄞𑄬𑄭𑄠𑄬 𑄥𑄧𑄋𑄴 𑄚𑄬𑄭 𑄡𑄨𑄠𑄪𑄖𑄴 𑄥𑄨𑄠𑄪𑄖𑄴 𑄇𑄟𑄢-𑄇𑄟𑄢𑄨,Present
বারে বসার সম একজন বসে আছেন।,𑄝𑄢𑄬 𑄞𑄨𑄘𑄨𑄢𑄬 𑄃𑄬𑄇𑄴𑄪𑄃𑄨 𑄗𑄬𑄠𑄴𑄘𑄬𑄠𑄴 𑄥𑄧𑄟𑄢𑄬-𑄥𑄧𑄟𑄮𑄢𑄨।,Present
একটা সীলের নিচে একটা কাঁকার বেগ ব আছে,"𑄃𑄬𑄇𑄴𑄮 𑄥𑄨𑄣𑄧𑄖𑄴 𑄖𑄧𑄣𑄬 𑄃𑄬𑄇𑄴𑄮 𑄇𑄋𑄢 𑄝𑄬𑄉𑄧 𑄘𑄋𑄧𑄢𑄴 𑄟𑄪𑄭,",Present
"তার উপরে সে রাজা,ঘুরতে ঘুিে রাজা বলে","𑄖 𑄃𑄪𑄉𑄪𑄢𑄬 𑄖𑄬 𑄢𑄎, 𑄊𑄪 𑄃𑄪𑄉𑄪𑄢𑄬 𑄟𑄎𑄨 𑄢𑄎 𑄇𑄧𑄚𑄴 𑄖𑄪𑄭।",Present
"বাবা-মা, ব-ছোট চিনে না","𑄟𑄠𑄴-𑄟𑄪𑄢𑄪𑄝𑄴𑄨, 𑄘𑄋𑄧𑄢𑄴-𑄌𑄨𑄉𑄮𑄚𑄴 𑄚𑄧 𑄌𑄨𑄚𑄨 𑄚𑄧 𑄟𑄚𑄨,",Present
ব ব দেখলে ছোট বাচ্চাটাকে আর দেখতে হ না,𑄘𑄋𑄧𑄢𑄴 𑄃𑄧𑄘𑄧 𑄌𑄬𑄣𑄬 𑄌𑄨𑄉𑄮𑄚𑄴 𑄤𑄛𑄧𑄢𑄬 𑄃𑄬𑄎𑄮 𑄚𑄧 𑄥𑄨𑄉𑄨।,Present
".তিননাগাে বাি,সুগন্ধিতে ভরলো","𑄖𑄨𑄚𑄴𑄮 𑄈𑄬𑄘𑄇𑄴 𑄖𑄪𑄉𑄧 𑄃𑄪𑄉𑄪𑄢𑄬 𑄊𑄧𑄢𑄴, 𑄥𑄪𑄇𑄴-𑄥𑄚𑄴𑄖𑄨𑄖𑄴 𑄃𑄬𑄣𑄧 𑄞𑄧𑄢𑄴,",Past
"এখন দোল ঘর, তোাকা অনেক ভ","𑄃𑄨𑄇𑄴𑄬 𑄘𑄣𑄚𑄴 𑄇𑄮𑄒, 𑄖𑄮𑄠𑄇𑄨𑄠 𑄃𑄬𑄘𑄧𑄇𑄴 𑄘𑄧𑄢𑄴।",Present
পিনন খাদি পরিধান করে রাত কাটানো যা না,𑄛𑄨𑄚𑄮𑄚𑄴 𑄈𑄘𑄨 𑄛𑄨𑄚𑄨 𑄚𑄧 𑄛𑄁 𑄢𑄘𑄧 𑄇𑄣𑄳𑄠 𑄘𑄨𑄚𑄧𑄖𑄴,Present
"লজ্জাবতী লতা, লজ্জাবতী লতা",𑄣𑄎𑄬 𑄥𑄧𑄢𑄧𑄟𑄬 𑄗𑄬𑄣𑄬𑄃𑄮 𑄚𑄧 𑄃𑄢𑄁 𑄃𑄨𑄎𑄴𑄧𑄖𑄴।,Present
.রাঙাখাদি পানি বেছে এখন চোখে পে,𑄢𑄋𑄈𑄘𑄨 𑄎𑄧𑄣𑄴𑄎𑄧𑄣𑄳𑄠 𑄃𑄨𑄇𑄴𑄬 𑄇𑄝𑄧𑄢𑄬 𑄌𑄮𑄝𑄧𑄢𑄬 𑄝𑄬𑄃𑄨𑄎𑄴𑄧𑄖𑄴,Present
টাকা পে পে তোমার সাথে দেখা হ না,𑄖𑄬𑄋 𑄛𑄧𑄠𑄴𑄎𑄬 𑄏𑄧𑄣𑄴𑄧𑄛𑄧𑄣𑄴𑄧 𑄖𑄮𑄠 𑄚𑄬𑄭 𑄥𑄪𑄉𑄧𑄖𑄴।,Present
পাহাের নিচ থেকে পানি বের হেছে নাকি?,𑄥𑄚𑄴𑄖𑄨 𑄃𑄧𑄝𑄢𑄴 𑄣𑄠𑄴 𑄥𑄚𑄴𑄖𑄨𑄌𑄪𑄇𑄴𑄖 𑄦𑄧𑄠𑄬𑄚𑄨 𑄝𑄥𑄴𑄖𑄧𑄝𑄠𑄧𑄚𑄴?,Present
"দুইটা জিনিস পতে পারছি না,পেবংনি আর শাক","𑄘𑄨𑄠𑄬 𑄎𑄨𑄚𑄨𑄥𑄴 𑄚𑄧 𑄛𑄬𑄢𑄴, 𑄛𑄬𑄝𑄧𑄁𑄚𑄨 𑄃𑄢𑄧 𑄥𑄠𑄧𑄖𑄴𑄧 𑄥𑄥𑄧𑄚𑄴।",Present
যা দে তার থেকে বেশি উঠতে হ,"𑄡 𑄘𑄬𑄢𑄴 𑄥𑄨𑄖𑄴𑄪𑄚𑄴 𑄝𑄬𑄌𑄴 𑄃𑄪𑄎𑄮𑄣𑄴 𑄉𑄧𑄢𑄬,",Present
বুদ্ধির লোপ পেলে লেজে ধরে না,𑄝𑄪𑄘𑄴𑄙𑄨 𑄈𑄣𑄛𑄴 𑄈𑄣𑄛𑄴 𑄣𑄬𑄎𑄧𑄖𑄴 𑄚𑄧 𑄙𑄧𑄢𑄨 𑄛𑄬𑄎𑄧𑄖𑄴 𑄙𑄧𑄢𑄬।,Present
"নিজের জাগা, নিজের বাি হলেও কান্না করতেছে","𑄚𑄨𑄎𑄧 𑄎𑄉, 𑄚𑄨𑄎𑄧 𑄊𑄧𑄢𑄴 𑄦𑄧𑄣𑄬𑄃𑄮 𑄇𑄘𑄬𑄖𑄳𑄠𑄭 𑄛𑄧𑄢𑄴𑄝𑄎𑄳𑄠 𑄎𑄨𑄁𑄇𑄚𑄨।",Present
.কুটি খেে থাকলে আমার দুঃখগুলো লেখা হ,𑄇𑄪𑄚𑄴𑄘𑄨 𑄗𑄬𑄣𑄬 𑄥𑄚𑄴𑄖𑄨 𑄃𑄧𑄝𑄧 𑄣𑄬𑄊𑄧𑄋𑄧𑄢𑄴 𑄟𑄧𑄢𑄴 𑄘𑄪𑄉𑄧 𑄇𑄧𑄙𑄚𑄨।,Present
"পাের নিচে নরম মাটি, পাের নিচে নরম মাটি","𑄗𑄬𑄋𑄧𑄖𑄴 𑄖𑄧𑄣𑄬 𑄥𑄧𑄌𑄴 𑄟𑄘𑄨, 𑄟𑄙𑄃𑄪𑄪𑄉𑄪𑄢𑄬 𑄚𑄬𑄭 𑄍𑄝,",Present
.নিচে এত ভ পেছে কেউই পারে না,"𑄚𑄨𑄖𑄨 𑄃 𑄘𑄧𑄢𑄴 𑄥𑄧𑄝𑄧𑄎𑄧𑄁𑄃𑄧𑄠𑄴 𑄚𑄧 𑄛𑄢𑄨𑄢𑄴 𑄇𑄬𑄃𑄪𑄃𑄨 𑄚𑄬𑄖,",Present
.নাা-নাা সব টাকা পতেছে,𑄚𑄳𑄠𑄠𑄴-𑄃𑄧𑄚𑄳𑄠𑄠𑄧 𑄝𑄨𑄌𑄢𑄴 𑄝𑄬𑄇𑄴 𑄖𑄬𑄋 𑄛𑄧𑄠𑄴𑄎𑄬𑄢𑄴 𑄇𑄢𑄴𑄝𑄢𑄴।,Present
যার ভাগ পরে তার পৃথিবীটা আা,𑄡𑄢𑄴 𑄞𑄉𑄧𑄖𑄴 𑄛𑄧𑄢𑄬 𑄖𑄢𑄴 𑄛𑄨𑄖𑄴𑄗𑄨𑄟𑄨𑄃𑄚𑄴 𑄃𑄚𑄴𑄘𑄢𑄴।,Present
তোমাকে আমি অনেক সম্পত্তি দিতে পারি,𑄖𑄧𑄢𑄬 𑄛𑄢𑄨 𑄇𑄧𑄘𑄧 𑄥𑄧𑄠𑄴-𑄥𑄧𑄟𑄴𑄛𑄧𑄖𑄴𑄨 𑄃𑄢𑄧 𑄛𑄢𑄴।,Present
চোখ বন্ধ করে আর কি আছে,𑄌𑄮𑄇𑄴 𑄟𑄪 𑄗𑄬𑄚𑄬𑄃𑄨 𑄃𑄮 𑄚𑄬𑄭 𑄇𑄨 𑄉𑄧𑄢𑄨𑄝𑄬 𑄃𑄢𑄴।,Present
সে সম নেই মত্তদের সাথে মারামারি করার,𑄥𑄬𑄘𑄟𑄴 𑄚𑄬𑄭 𑄟𑄧𑄖𑄴𑄪𑄚𑄴𑄠𑄳𑄠𑄧 𑄇𑄢𑄨 𑄢𑄉𑄬𑄝𑄢𑄴।,Present
এক জাতী সাপ দেখতে পারা যা না,𑄝𑄮𑄝𑄠𑄴 𑄥𑄧𑄝𑄧𑄚𑄴 𑄘𑄬𑄊𑄬 𑄛𑄢 𑄚𑄧 𑄛𑄢𑄬 𑄝𑄪𑄏𑄬𑄝𑄢𑄴।,Present
কত আর চুপ করে থাকবে মাটি না বলে?,𑄇𑄧𑄘𑄧𑄇𑄴 𑄃𑄢𑄴 𑄗𑄬𑄝𑄬 𑄚𑄧 𑄟𑄘𑄨 𑄚𑄧 𑄝𑄪𑄣𑄨 𑄌𑄪𑄛𑄴 𑄉𑄧𑄢𑄨?,Future
"জেগে উঠো,উঠা যাওা যা","𑄎𑄉𑄨 𑄖𑄪𑄣𑄧, 𑄃𑄪𑄌𑄴𑄉𑄢𑄴 𑄉𑄧𑄢𑄧 𑄎𑄮𑄉𑄢𑄴 𑄛𑄢𑄨𑄛𑄢𑄨।",Present
অনেক দিন যার শুকিেরা আসতেছে,"𑄡𑄬𑄘𑄧𑄇𑄴 𑄘𑄨𑄚𑄴 𑄡𑄢𑄴 𑄥𑄪𑄉𑄪𑄚𑄴 𑄃𑄬𑄖𑄴𑄗𑄧𑄚𑄴 𑄃𑄪𑄢𑄨𑄃𑄪𑄢𑄨,",Present
কোণাকোণি ভরে গেল গোদা খাগা,𑄇𑄮𑄚𑄇𑄮𑄚𑄨 𑄞𑄧𑄢𑄨 𑄉𑄬𑄣𑄧𑄉𑄮𑄠𑄴 𑄉𑄮𑄘 𑄈𑄉𑄢𑄍𑄪𑄢𑄨।,Past
১. তামাক ২. তামাকের কাপ,𑄝𑄃𑄪𑄚𑄴𑄚𑄧 - 𑄸𑄷,Present
.সুগন্ধি সুগন্ধযুক্ত চামা,𑄥𑄪𑄚𑄚𑄪 𑄃𑄚𑄧𑄚𑄴𑄘𑄧 𑄟𑄮𑄦𑄧𑄚𑄴 𑄌𑄋𑄴𑄟,Present
পাকিস্তান শাকের গোা,𑄛𑄇𑄨𑄥𑄴𑄖𑄚𑄧𑄢𑄴 𑄥𑄥𑄧𑄇𑄴 𑄉𑄪𑄖𑄴𑄖𑄨𑄠𑄬,Present
গরুটা ঠিক থাক,"𑄉𑄮𑄌𑄳𑄠𑄚𑄴 𑄗𑄨𑄇𑄴 𑄗𑄇𑄴,",Present
এই দেশের মানুষের কথা-বার্তা,𑄃𑄬 𑄘𑄬𑄏𑄧𑄢𑄴 𑄟 𑄇𑄧𑄙-𑄟 𑄞𑄌𑄴,Present
তাদের দল নেওা,𑄖𑄢 𑄇𑄢𑄨 𑄣𑄧𑄝𑄇𑄴।,Present
বিভিন্ন ধরনের তরকারি আছে,𑄚𑄚𑄚𑄴 𑄙𑄧𑄇𑄳𑄠𑄬 𑄖𑄧𑄌𑄳𑄠 𑄃,Present
বুোটা আছে আছে,𑄝𑄪𑄚𑄴𑄘𑄪𑄉𑄮𑄢𑄴 𑄃𑄝𑄎𑄧𑄖𑄴,Present
মনে হ এই দেশের মানুষরা,"𑄟𑄧𑄚𑄬 𑄉𑄧𑄌𑄳𑄠𑄚𑄴, 𑄃𑄬 𑄘𑄬𑄏𑄧𑄢𑄴 𑄟𑄚𑄬𑄠𑄪𑄚𑄴",Present
এগুলো পরিষ্কার করার পদ,𑄃𑄨𑄠𑄚𑄨 𑄘𑄧𑄋𑄬𑄝𑄢𑄴 𑄛𑄧𑄘𑄴।,Present
আসা যাওা বাচ্চা একদিন আসলো,𑄃𑄬𑄡𑄚𑄳𑄠 𑄉𑄪𑄢𑄨 𑄃𑄬𑄇𑄴𑄘𑄨𑄚𑄴 𑄃𑄬𑄣𑄧,Past
এক জাতী মাশরুম,𑄝𑄃𑄪𑄚𑄴𑄚𑄧 𑄃𑄬𑄉𑄮𑄌𑄴 𑄜𑄬𑄝𑄳𑄢𑄧𑄠𑄢𑄨,Present
.মার ভাই-বোনের কথা লুকাে সারাদিন,𑄟𑄢𑄴 𑄞𑄌𑄴-𑄟 𑄇𑄧𑄙 𑄣𑄪𑄉𑄬𑄃𑄨 𑄘𑄨𑄝𑄖𑄳𑄠𑄃𑄨,Present
গালি বিশেষ,𑄉𑄧𑄣𑄳𑄠𑄇𑄴 𑄷𑄺𑄺 𑄙𑄢 𑄎𑄢𑄨।,Present
এই দেশের মানুষরা এই দেশের মানুষরা,𑄃𑄬𑄃𑄨𑄚𑄴 𑄞𑄋𑄨𑄣𑄇𑄴 𑄃𑄬 𑄘𑄬𑄏𑄧𑄢𑄴 𑄟𑄚𑄬𑄠𑄪𑄚𑄬,Present
. গুরুং গুরুং বুো বাতাস আসছে,"𑄉𑄪𑄢𑄪𑄁 𑄉𑄪𑄢𑄪𑄁 𑄝𑄪𑄚𑄴𑄘𑄪𑄉𑄮𑄢𑄴 𑄃𑄝𑄎𑄧𑄖𑄴,",Present
.মা ভে আবার প্রাণ দিল,𑄟 𑄞𑄏𑄧𑄖𑄳𑄠𑄃𑄨 𑄃𑄎𑄨 𑄃𑄎𑄨 𑄛𑄧𑄢𑄚𑄴 𑄘𑄨𑄣𑄇𑄴,Past
"রফিক, সফিক, সালাম, জবরদস্ত","𑄢𑄧𑄜𑄨𑄇𑄴, 𑄥𑄧𑄜𑄨𑄇𑄴, 𑄥𑄣𑄟𑄴, 𑄎𑄧𑄝𑄴𑄝𑄧𑄢𑄴 𑄃 𑄝𑄧𑄢𑄴𑄇𑄧𑄖𑄴।",Present
চাল দো তাদের বরবাদ হ না,𑄣𑄮 𑄘𑄬𑄚 𑄖𑄢𑄢𑄴 𑄝𑄧𑄢𑄴𑄝𑄘𑄴 𑄚𑄧 𑄡𑄠𑄴,Present
"আরও,কোনো দিন যাবে না","𑄃𑄢𑄴, 𑄚𑄧 𑄡𑄬𑄝𑄧 𑄇𑄧𑄚𑄧 𑄘𑄨𑄚𑄴,",Future
তাদের পা পে গেছি আমরা,𑄖𑄢𑄢𑄴 𑄛𑄮𑄃𑄨𑄘𑄳𑄠𑄚𑄬 𑄛𑄬𑄠𑄬𑄃𑄨 𑄃𑄟𑄨,Present
এক জাতী মাছ ধরার দিন,𑄃𑄚𑄴𑄖𑄧𑄢𑄴𑄎𑄖𑄨𑄇𑄴 𑄟 𑄞𑄏𑄧𑄢𑄴 𑄘𑄨𑄚𑄴।,Present
মনের দুঃখ কথা,𑄟𑄧𑄚𑄧𑄢𑄴 𑄘𑄪𑄇𑄴 𑄇𑄧𑄙,Present
সুঁচালো চামা,𑄥𑄪𑄚𑄚𑄪 𑄛𑄳𑄢𑄧𑄉𑄧𑄖𑄨 𑄌𑄋𑄴𑄟,Present
.আমি বেশি ভালো নেই ভাই-বোনের লক্ষী,𑄟𑄪𑄃𑄨 𑄝𑄬𑄌𑄴 𑄉𑄧𑄟𑄴 𑄚𑄬𑄃𑄨 𑄞𑄬𑄃𑄨 𑄝𑄮𑄚𑄴 𑄣𑄧𑄇𑄴,Present
শুধু মনে চিন্তা করে থাকে,𑄝𑄚 𑄟𑄧𑄚𑄧𑄖𑄴 𑄌𑄨𑄘𑄬 𑄗𑄠𑄴,Present
কোথা যাবো জানিনা,𑄇𑄪𑄙𑄪 𑄡𑄬𑄟𑄴 𑄦𑄬𑄋𑄪𑄢𑄨 𑄗𑄬𑄟𑄴 𑄇𑄪𑄣𑄴 𑄚𑄧 𑄛𑄋𑄧𑄢𑄴।,Future
সম আলোচনা করলে সম নাই এমন চেহারা,𑄥𑄧𑄟𑄢𑄴 𑄖𑄮𑄉𑄬𑄣𑄬 𑄥𑄧𑄟𑄢𑄴 𑄚𑄬𑄃𑄨𑄘𑄬 𑄙𑄧𑄇𑄴,Present
কাজ করতে শক্তি নেই,"𑄇𑄟𑄧 𑄇𑄧𑄢𑄧𑄎𑄬 𑄝𑄧𑄣𑄴 𑄚𑄬𑄃𑄨𑄘𑄬 𑄥𑄚𑄴,",Present
.যেগুলো চামা দিে দেখা যা,𑄡𑄨𑄚𑄴𑄚𑄨 𑄌𑄋𑄴 𑄥𑄨𑄚𑄴𑄚𑄨 𑄟𑄪𑄃𑄨 𑄝𑄚 𑄘𑄬𑄊𑄧𑄋𑄴,Present
সবাই মার খাওা,𑄃𑄨𑄚𑄴𑄚𑄨 𑄃𑄪𑄚𑄴𑄚𑄨 𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄬 𑄟𑄬𑄢𑄴 𑄈𑄚𑄴।,Present
এক জাতী পাখি,𑄍𑄨𑄖𑄴𑄖𑄨𑄢𑄨𑄁 𑄛𑄖𑄴𑄖𑄢𑄁 𑄟𑄧 𑄎𑄖𑄴 𑄞𑄬𑄃𑄨,Present
মাটিতে পে থাকে,"𑄘𑄬𑄏𑄧𑄖𑄴 𑄝𑄨𑄘𑄬𑄏𑄧𑄖𑄴 𑄛𑄧𑄢𑄨 𑄗𑄚𑄴,",Present
".কারো খবর নেই,বলবান নেই","𑄇𑄢𑄧𑄣𑄮𑄃𑄨 𑄈𑄧𑄝𑄧𑄢 𑄈𑄧𑄝𑄧𑄢𑄴, 𑄝𑄧𑄣𑄝𑄧𑄣𑄴 𑄚𑄬𑄃𑄨",Present
কারো লাগতে কেউ পাওা যা না,𑄇𑄢𑄮 𑄣𑄉𑄧𑄖𑄴 𑄇𑄬𑄃𑄪𑄃𑄨 𑄚𑄧 𑄛𑄚𑄴।,Present
"নেই জাগা, বেঁচে থাকার আশা","𑄚𑄬𑄃𑄨 𑄎𑄉, 𑄝𑄎𑄨 𑄡𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄉𑄢𑄴",Present
"নেই রিসটা,হওা পাওা","𑄚𑄬𑄃𑄨 𑄢𑄨𑄘𑄨𑄥𑄪𑄘𑄧𑄟𑄴, 𑄦𑄮𑄌𑄴 𑄛 𑄛𑄨,",Present
"তাকে ভ দেওা, ভ করা","𑄖𑄢𑄬 𑄖𑄬 𑄉𑄧𑄝𑄉𑄧𑄝𑄨, 𑄝𑄧𑄘𑄴𑄚𑄟𑄴 𑄉𑄧𑄢𑄚",Present
"এক দিকে দুই পা,লম্বা","𑄃𑄬𑄇𑄴𑄟𑄪𑄖𑄴𑄖𑄬 𑄘𑄳𑄦𑄨 𑄟𑄪𑄖𑄴𑄖𑄬, 𑄣𑄟𑄴𑄝𑄝𑄘𑄨।",Present
"সে বলবে একটা,ওর পরে আরেকটা","𑄖𑄬 𑄇𑄧𑄝𑄧 𑄃𑄬𑄇𑄴𑄈𑄚𑄴, 𑄃𑄪𑄖𑄬 𑄌𑄬𑄝𑄧 𑄃𑄢𑄧𑄇𑄴𑄈𑄚𑄴",Future
.যেন আমরা পাহাে তোলা ব্যাঙ,"𑄡𑄬𑄚𑄴 𑄃𑄟𑄨 𑄛𑄣𑄴𑄣𑄖𑄴 𑄖𑄪𑄣𑄳𑄠 𑄝𑄬𑄁,",Present
যেখানে সেখানে মেেরা ঘুরে বো,𑄡𑄨𑄙𑄪 𑄟𑄬𑄧𑄚 𑄇𑄧𑄠𑄴 𑄥𑄨𑄙𑄪 𑄝𑄬𑄢𑄬 𑄝𑄬𑄢𑄬 𑄗𑄚𑄴,Present
