Fourth Division,First Division
অনেক দূর থেকে আগুনের তাপ পড়ে,𑄃𑄬𑄇𑄴 𑄘𑄪𑄢𑄮𑄖𑄴𑄗𑄪𑄚𑄴 𑄖𑄧 𑄜𑄪𑄘𑄬 𑄥𑄬 𑄃𑄊𑄪𑄚𑄴
আগুনের তাপে ভূট্টাগুলো সিদ্ধ হলো,𑄃𑄉𑄪𑄚𑄳𑄦𑄮 𑄖𑄧𑄠𑄴 𑄖𑄧𑄠𑄴 𑄥𑄨𑄎𑄨𑄣𑄳𑄦𑄇𑄴 𑄟𑄪𑄇𑄴𑄇𑄬𑄃𑄳𑄦𑄪𑄚𑄴
বেশি রোদের তাপ পেলে চারাটা মরে যাবে,𑄢𑄮𑄘𑄮 𑄖𑄧 𑄝𑄬𑄌𑄴 𑄛𑄬𑄣𑄳𑄦𑄬 𑄌𑄢𑄞𑄮 𑄟𑄧𑄢𑄨𑄝𑄮
আগুনের তাপে ভাতগুলো হলো,𑄃𑄉𑄪𑄚𑄳𑄦𑄮 𑄖𑄧𑄠𑄴 𑄖𑄧𑄠𑄴 𑄞𑄖𑄴𑄖𑄪𑄚𑄴 𑄜𑄪𑄘𑄨𑄣𑄇𑄴𑅁
মারবেলে পারদর্শী,𑄟𑄢𑄴𑄞𑄬𑄣𑄧 𑄖𑄧𑄇𑄴𑄇
গুলিতে পারদর্শী,𑄉𑄪𑄣𑄳𑄦𑄨 𑄖𑄧𑄇𑄴𑄇
"যে বেশী ভালো তাকে প্রধান বানানো ভালো , ভালো করে মারতে পারে","𑄎𑄨𑄞𑄬 𑄝𑄬𑄌𑄴 𑄛𑄨𑄁𑄉𑄪𑄣𑄴, 𑄥𑄨𑄝𑄬𑄢𑄳𑄦𑄬 𑄖𑄧𑄇𑄴𑄇 𑄝𑄚𑄬𑄣𑄬 𑄉𑄧𑄟𑄴, 𑄘𑄮𑄣𑄬 𑄖𑄇𑄴 𑄛𑄳𑄦𑄠𑄴𑅁"
বাড়াবাড়ি করা,𑄖𑄧𑄇𑄴𑄏𑄧𑄇𑄴 𑄉𑄧𑄢𑄚𑄳𑄦
তথ্য নেওয়া/করা,𑄖𑄧𑄇𑄴𑄖𑄧 𑄣𑄧𑄚/ 𑄉𑄧𑄢𑄚𑄳𑄦
সে ছেলেটা কোথায় থেকে? একটু তথ্য নিলে ভালো হয়,"𑄥𑄬 𑄛𑄮𑄞𑄮 𑄇𑄪𑄖𑄴𑄗𑄪𑄚𑄴, 𑄃𑄬𑄇𑄴𑄇 𑄖𑄧𑄇𑄴𑄖𑄧 𑄣𑄧𑄣𑄳𑄦𑄬 𑄘𑄮𑄣𑄴 𑄦𑄧𑄝𑄧"
কী কী হয়েছে একটু তথ্য নাও,"𑄇𑄨 𑄇𑄨 𑄦𑄧𑄣𑄧, 𑄃𑄬𑄇𑄴𑄇 𑄖𑄧𑄇𑄴𑄖𑄧 𑄣𑄧"
"তারা ফলাফল কী হলো, একটু তথ্য নেওয়ার জন্য এসেছে সে","𑄖 𑄢𑄳𑄦𑄬𑄎𑄣𑄚𑄴 𑄇𑄨 𑄦𑄧𑄣𑄧, 𑄃𑄬𑄇𑄴𑄇 𑄖𑄧𑄇𑄴𑄖𑄧 𑄉𑄧𑄢𑄳𑄦 𑄃𑄨𑄌𑄴𑄍𑄬𑄘𑄬 𑄖𑄬"
"কোন জিনিস কোথায় হারিয়ে যাচ্ছে, কেউ খোঁজ নেয়না/করেনা","𑄇𑄧𑄚𑄴 𑄛𑄧𑄏 𑄇𑄪𑄚𑄴𑄙𑄨 𑄦𑄎𑄨 𑄎𑄢𑄴, 𑄇𑄧𑄚𑄳𑄦𑄧𑄎𑄧𑄚𑄬 𑄖𑄧𑄇𑄴𑄖𑄧 𑄚𑄧 𑄣𑄧𑄚𑄴/ 𑄉𑄧𑄢𑄳𑄦𑄧𑄚𑄴"
পুলিশরা খোঁজ নিয়ে এক বস্তা ইয়াবা ট্যাবলেট পেল,𑄛𑄪𑄣𑄳𑄦𑄨𑄌𑄴𑄌𑄪𑄚𑄬 𑄖𑄧𑄇𑄴𑄖𑄧 𑄉𑄧𑄢𑄨𑄚𑄳𑄦𑄬𑄠𑄴 𑄛𑄬𑄣𑄇𑄴𑄈𑄬 𑄃𑄬𑄇𑄴 𑄝𑄧𑄌𑄴𑄗 𑄃𑄨𑄠𑄝𑄳𑄦 𑄝𑄧𑄢𑄨
"এর থেকে খোঁজ নিলে খবর পায়না, অন্য জনের থেকে খোঁজ নিলে খবর পায়না, কোথায় যাবো","𑄃𑄬𑄖𑄖𑄴𑄗𑄪𑄚𑄴 𑄖𑄧𑄇𑄴𑄖𑄧 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄈𑄧𑄝𑄧𑄢𑄴 𑄚𑄧 𑄛𑄳𑄦𑄁, 𑄃𑄮𑄖𑄖𑄴𑄗𑄪𑄚𑄴 𑄖𑄧𑄇𑄴𑄖𑄧 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄈𑄧𑄝𑄧𑄢𑄴 𑄚𑄧 𑄛𑄳𑄦𑄁, 𑄇𑄪𑄙𑄪 𑄎𑄬𑄟𑄴 𑄌𑄳𑄦𑄬!"
গাছের কাঠ,𑄉𑄏𑄧 𑄖𑄧𑄇𑄴𑄗
সেগুন গাছের কাঠ,𑄥𑄇𑄴𑄇𑄮𑄚𑄴 𑄉𑄏𑄧 𑄖𑄧𑄇𑄴𑄗
তাদের বাড়িটা কাঠ দিয়ে বানানো,𑄖𑄢𑄳𑄦 𑄊𑄧𑄢𑄚𑄴 𑄖𑄧𑄇𑄴𑄖𑄣𑄳𑄦𑄮𑄠𑄴 𑄝𑄚𑄬𑄠𑄬𑅁
খোঁজ নেওয়া,𑄖𑄧𑄉 𑄎𑄚
খোঁজাখুজি,𑄖𑄧𑄉𑄖𑄧𑄉𑄨
খুঁজে দেখ/দাও,𑄖𑄧𑄉𑄬 𑄌𑄚𑄳𑄦/ 𑄘𑄬𑄚
খুঁঁজতে সাহায্য কর,𑄖𑄧𑄉 𑄝𑄧𑄣𑄴 𑄘𑄬𑄚
খুঁজতে যাওয়া,𑄖𑄧𑄉 𑄣𑄟𑄚
কী খুঁজতেছ তুমি? কাকে খুঁজতে যাচ্ছ? তাকে এত খুঁজতেছ কেন? তার সময় হলে সে নিজে নিজে আসবে,𑄇𑄨 𑄖𑄧𑄉𑄧𑄖𑄴𑄗𑄬 𑄖𑄪𑄠𑄴? 𑄇𑄢𑄳𑄦𑄬 𑄖𑄧𑄉 𑄎𑄳𑄦𑄧𑄢𑄴? 𑄇𑄨 𑄃𑄳𑄦𑄬𑄘𑄧𑄇𑄴 𑄖𑄢𑄳𑄦𑄬 𑄖𑄧𑄉𑄖𑄧𑄉𑄨? 𑄖 𑄃𑄧𑄇𑄴𑄗𑄧 𑄦𑄧𑄣𑄬 𑄖𑄬 𑄉𑄭 𑄉𑄭 𑄣𑄳𑄦𑄪𑄋𑄨𑄝𑄮𑄉𑄨
"সোনার চেইনটা সে হারিয়েছিল, সবখানে খুঁজেও পেল না","𑄥𑄧𑄚 𑄌𑄬𑄚𑄳𑄦𑄚𑄴 𑄦𑄢𑄬𑄠𑄬𑄘𑄬 𑄖𑄬, 𑄉𑄧𑄘 𑄖𑄮𑄉𑄬𑄚𑄬𑄠𑄳𑄦𑄮 𑄚𑄧 𑄛𑄬𑄣𑄳𑄦𑄧"
গুগলে খুঁজলে কী পাওয়া যায়না?  তোমাকে খুঁজতে খুঁজতে দিন শেষ হলো,𑄉𑄪𑄉𑄧𑄣𑄧𑄖𑄴 𑄖𑄧𑄉𑄬𑄣𑄬 𑄇𑄨 𑄚𑄧 𑄛𑄳𑄦𑄠𑄴? 𑄖𑄢𑄳𑄦𑄬 𑄖𑄧𑄉𑄘𑄬 𑄖𑄧𑄉𑄘𑄬 𑄝𑄬𑄣𑄴 𑄎𑄬𑄣𑄳𑄦𑄧
আমাকে খুঁজতে খুঁজতে সে ঢাকায় পৌঁছে গেল,𑄖𑄬 𑄟𑄧𑄢𑄳𑄦𑄬 𑄖𑄮𑄉𑄬 𑄖𑄮𑄉𑄬 𑄣𑄳𑄦𑄪𑄋𑄨𑄣𑄮𑄉𑄮𑄠𑄴 𑄙𑄇𑄖𑄴
"আমাদের খুঁজতে সাহায্য করতে হবেনা, আমরা নিজেরাই খুঁজতে পারব","𑄃𑄟𑄳𑄦𑄢𑄬 𑄖𑄧𑄉 𑄝𑄧𑄣𑄴 𑄘𑄳𑄠𑄬 𑄚𑄧 𑄛𑄧𑄢𑄨𑄝𑄮, 𑄃𑄟𑄳𑄦𑄨 𑄃𑄟𑄳𑄦𑄨 𑄖𑄮𑄉𑄬 𑄛𑄢𑄨𑄝𑄮𑄁"
যে যেটা খুঁজে সে সেটা পায়,"𑄎𑄬 𑄎𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄖𑄧𑄉𑄭, 𑄖𑄬 𑄥𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄛𑄳𑄦𑄠𑄴"
"আমি তোমাকে খুঁজতে খুঁজতে ক্লান্ত, তুমি কোথায় গিয়েছিলে?","𑄟𑄪𑄠𑄴 𑄙𑄧 𑄖𑄢𑄳𑄦𑄬 𑄖𑄧𑄉𑄘𑄬 𑄖𑄧𑄉𑄘𑄬 𑄣𑄬𑄘, 𑄃𑄳𑄦 𑄇𑄪𑄙𑄪 𑄎𑄨𑄠𑄳𑄦𑄮𑄌𑄴?"
তাজা থাকা,𑄖𑄧𑄌𑄴 𑄗𑄚
দুর্বল হওয়া,𑄖𑄧𑄌𑄴 𑄟𑄧𑄢 𑄦𑄧𑄚
"মাটি উর্বর আছে এখানে, যেটা লাগানো হয় সেটা ভালো হয়","𑄟𑄘𑄨 𑄖𑄧𑄌𑄴 𑄃𑄊𑄬 𑄃𑄨𑄙𑄪, 𑄎𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄣𑄉𑄬𑄘𑄧 𑄥𑄖𑄴, 𑄦𑄧𑄠𑄴"
"এখানকার মাটি উর্বর নয়, যেটা লাগানো হয় সেটা হয়না","𑄃𑄨𑄙𑄪 𑄟𑄘𑄨 𑄖𑄧𑄌𑄴 𑄟𑄧𑄢, 𑄎𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄣𑄉𑄬𑄘𑄧 𑄥𑄖𑄴 𑄚𑄧 𑄦𑄧𑄠𑄴𑅁"
উর্বর সেগুলো,𑄖𑄧𑄌𑄴𑄎 𑄥𑄨𑄚𑄨
বৈঠক খানা,𑄖𑄧𑄌𑄴𑄎𑄣𑄮𑄠𑄴 𑄌𑄣𑄴 𑄥𑄬𑄣𑄬𑄠𑄬 𑄊𑄧𑄢𑄴𑅁
সে সাথে সাথে দুই হাজার টাকা গণনা করে দিল,𑄖𑄬 𑄖𑄧𑄌𑄴 𑄖𑄧𑄌𑄴 𑄘𑄨 𑄦𑄎𑄢𑄴 𑄖𑄬𑄋 𑄉𑄪𑄚𑄨 𑄘𑄨𑄣𑄮 𑄙𑄬𑅁
"একেক করে সবগুলো যোগাড় করলো সে, পুরোপুরি যোগাড় করা","𑄖𑄧𑄎𑄨𑄟𑄴 𑄦𑄘𑄬 𑄦𑄘𑄬 𑄝𑄬𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄎𑄪𑄇𑄴𑄇𑄮𑄣𑄬𑄣𑄧 𑄖𑄬, 𑄖𑄧𑄎𑄨𑄟𑄴 𑄎𑄪𑄇𑄴𑄇𑄮𑄣𑄚𑅁"
"একেক করে সবগুলো এনেছি আমি, একটাও বাদ দিই নি।","𑄖𑄧𑄎𑄨 𑄖𑄧𑄎𑄨 𑄝𑄬𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄃𑄚𑄴𑄐𑄳𑄦𑄮𑄁 𑄟𑄪𑄠𑄴, 𑄃𑄬𑄇𑄴𑄊𑄚𑄮 𑄝𑄖𑄴 𑄚𑄳𑄦𑄧 𑄘𑄮𑄁𑅁"
আমাদের দোকানে কী নাই? সব পুরোপুরি পাবে,𑄃𑄟𑄳𑄦 𑄘𑄮𑄉𑄚𑄚𑄳𑄦𑄧𑄖𑄴 𑄇𑄨 𑄚𑄬𑄠𑄴? 𑄝𑄳𑄦𑄬𑄇𑄴 𑄖𑄧𑄎𑄨𑄟𑄴 𑄛𑄪𑄢𑄮 𑄛𑄬𑄞𑄬
তাদের বাড়িতে ভাতে পানিতে সব পুরোপুরি,𑄖𑄢𑄳𑄦 𑄊𑄧𑄢𑄧𑄖𑄴 𑄞𑄘𑄬 𑄛𑄚𑄨𑄠𑄳𑄦𑄬 𑄝𑄳𑄦𑄬𑄇𑄴 𑄖𑄧𑄎𑄨𑄟𑄴𑄛𑄪𑄢𑄮
সব পুরোপুরি পাওয়ার পরেও মনটা বলে কী যেন নেই,"𑄝𑄬𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄖𑄧𑄎𑄨𑄟𑄪𑄢𑄮 𑄉𑄧𑄢𑄳𑄦𑄨 𑄛𑄬𑄚𑄳𑄦𑄬𑄠𑄮 𑄘𑄧 𑄟𑄧𑄚𑄚𑄳𑄦𑄬 𑄇𑄧𑄠𑄴𑄙𑄬 – 𑄇𑄨 𑄚𑄬𑄠𑄴, 𑄇𑄨 𑄚𑄬𑄠𑄴!"
শক্ত/নরম তোষক,𑄘𑄧𑄢𑄳𑄦𑄧/ 𑄚𑄧𑄢𑄧𑄟𑄴 𑄖𑄧𑄏𑄧𑄇𑄴
তোষকটা রোদে দিয়ে পরিষ্কার করতে হবে,𑄖𑄧𑄏𑄧𑄇𑄴𑄇𑄚𑄴 𑄢𑄮𑄘𑄮𑄖𑄴 𑄘𑄨𑄚𑄬𑄠𑄴 𑄏𑄢 𑄛𑄧𑄢𑄨𑄝𑄮
গলা,𑄷. 𑄖𑄧𑄘 𑄞𑄬𑄘
শুধু গলাটা চুলকাচ্ছে,𑄖𑄧𑄘𑄞𑄮 𑄇𑄪𑄇𑄴𑄇𑄪𑄘𑄖𑄴𑄖𑄬 𑄝𑄚
গলাটায় কী বেঁধে গেছে মনে হয়,𑄖𑄧𑄘𑄞𑄮𑄖𑄴 𑄇𑄨 𑄝𑄌𑄴𑄍𑄬𑄉𑄮𑄠𑄴 𑄛𑄢𑄳𑄦𑄛𑄁
গলাটা চুলকাচ্ছে,𑄖𑄧𑄘𑄞𑄮 𑄈𑄌𑄴𑄌𑄮𑄖𑄴𑄖𑄬
গলা চেপে আনবে- শিপ চরন,𑄸. 𑄖𑄧𑄘 𑄥𑄙𑄨 𑄃𑄚𑄨𑄞𑄮 – 𑄥𑄨𑄛𑄴 𑄌𑄧𑄢𑄧𑄚𑄴𑅁
তার কাজ না থাকলেও এদিক সেদিক টুকিটাকি কাজ করে,𑄖𑄬 𑄇𑄟𑄴 𑄚𑄧 𑄗𑄬𑄣𑄬𑄠𑄮 𑄃𑄨𑄠𑄳𑄦𑄚𑄴 𑄃𑄳𑄦𑄪𑄝𑄮𑄚𑄴 𑄖𑄧𑄘𑄧𑄇𑄴 𑄖𑄘𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄬
বেশি নড়া চড়া করলে আবার পুরনো ব্যাথ দেখা দিবে,𑄝𑄬𑄌𑄴 𑄖𑄧𑄘𑄧𑄇𑄴 𑄖𑄘𑄇𑄴 𑄉𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄃𑄢𑄳𑄦𑄧 𑄛𑄪𑄢𑄮𑄚𑄨 𑄛𑄨𑄢𑄬 𑄃𑄭𑄪𑄣𑄴𑄣𑄬𑄝𑄧 𑄥𑄬
কাজ করা মানুষেরা নড়া চড়া না করলে থাকতে পারেনা,𑄖𑄧𑄘𑄧𑄇𑄴 𑄖𑄘𑄇𑄴 𑄚𑄧 𑄉𑄧𑄢𑄨𑄚𑄳𑄦𑄬𑄠𑄴 𑄗𑄬𑄠𑄴 𑄚𑄧 𑄛𑄢𑄧𑄚𑄴 𑄇𑄟𑄴𑄟𑄮 𑄟𑄚𑄳𑄦𑄪𑄌𑄴𑄌𑄪𑄚𑄬𑅁
টিয়াগুলো কথা বলতে পারে,𑄖𑄧𑄘𑄬𑄇𑄴𑄇𑄪𑄚𑄳𑄦𑄬 𑄇𑄧𑄙 𑄛𑄢𑄧𑄚𑄴𑅁
ফোঁড়াটি টনটন করে,𑄜𑄮𑄢𑄝𑄮 𑄖𑄧𑄚𑄴𑄖𑄧𑄚𑄢𑄴
চোখ ব্যথা করে এরকম করোনা,𑄌𑄮𑄇𑄴 𑄖𑄧𑄚𑄴𑄖𑄧𑄚𑄭 𑄛𑄳𑄦 𑄚𑄧 𑄉𑄧𑄢𑄳𑄦𑄨𑄌𑄴
একজনের বিচি ব্যথা করলে সবার বিচি ব্যথা করে,𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄧 𑄝𑄨𑄎𑄬 𑄖𑄧𑄚𑄴𑄖𑄧𑄚𑄬𑄣𑄬 𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄳𑄦𑄮 𑄝𑄨𑄎𑄬 𑄖𑄧𑄚𑄴𑄖𑄧𑄚𑄭𑅁
"সে একটু শক্তিশালী আছে,তার বেয়াই এর থেকে","𑄖𑄬 𑄃𑄬𑄇𑄴𑄇 𑄖𑄧𑄚𑄧𑄇𑄴 𑄃𑄊𑄬, 𑄖 𑄞𑄬𑄠𑄴𑄝𑄮 𑄙𑄢𑄚𑄬"
.বুড়ো হয়েও সে এখনো শক্তিশালী আছে,𑄝𑄪𑄢𑄳𑄦𑄮 𑄦𑄮𑄚𑄬𑄠𑄮 𑄃𑄬𑄞𑄧 𑄖𑄧𑄚𑄧𑄇𑄴 𑄃𑄊𑄬 𑄖𑄬
"বাচ্চাটা শক্তিশালী বলতেছিল,একটু একটু হাঁটতে পারে","𑄉𑄪𑄢𑄮𑄞𑄮 𑄖𑄧𑄚𑄧𑄇𑄴 𑄦𑄧𑄣𑄴𑄣𑄨, 𑄃𑄬𑄇𑄴𑄇 𑄃𑄬𑄇𑄴𑄇 𑄦𑄘𑄨 𑄛𑄢𑄬𑅁"
কানের দুল/নাকের দুল,"𑄇𑄚𑄧 𑄖𑄧𑄛𑄴, 𑄚𑄉𑄧 𑄖𑄧𑄛𑄴"
আলাদা আলাদা,𑄖𑄧𑄛𑄴𑄜𑄬 𑄖𑄧𑄛𑄴𑄜𑄬
আলাদা আলাদা খাওয়া,𑄖𑄧𑄛𑄴𑄜𑄬 𑄖𑄧𑄛𑄴𑄜𑄬 𑄈𑄚
"সে একটু,সে একটু করে তরকারিটা কুলালো না","𑄖𑄬 𑄃𑄬𑄇𑄴 𑄖𑄧𑄛𑄴𑄜𑄬, 𑄖𑄬 𑄃𑄬𑄇𑄴 𑄖𑄧𑄛𑄴𑄜𑄬 𑄉𑄧𑄢𑄳𑄦𑄨 𑄖𑄮𑄚𑄚𑄳𑄦𑄨 𑄚𑄧 𑄇𑄪𑄣𑄮𑄠𑄴𑅁"
আমার জন্য রাখিও,𑄟𑄭𑄖𑄴𑄖𑄬 𑄖𑄧𑄝
ছোট পাতিল,𑄖𑄧𑄝 𑄥𑄧
ছোট হাঁড়ি দিয়ে ভাত বসিয়ে দাও,𑄌𑄨𑄉𑄮𑄚𑄴 𑄖𑄧𑄝𑄝𑄮𑄣𑄳𑄦𑄮𑄠𑄴 𑄞𑄖𑄴 𑄛𑄳𑄦𑄖𑄴 𑄘𑄬𑄉𑄮𑄠𑄴
এই হাঁড়ি দিয়ে তরকারি রান্না করো,𑄃𑄬 𑄖𑄧𑄝𑄝𑄮𑄣𑄳𑄦𑄮𑄠𑄴 𑄖𑄮𑄚𑄳𑄦𑄚𑄴 𑄢𑄚𑄳𑄦𑄨𑄌𑄴𑅁
কামনা করা,𑄖𑄧𑄝𑄧𑄚 𑄉𑄧𑄢𑄚𑄳𑄦
আমি তোমার মাথায় তবলা বাজাব কিন্তু,𑄟𑄪𑄠𑄴 𑄈𑄇𑄴𑄇𑄬 𑄖𑄧 𑄈𑄪𑄣𑄴𑄣𑄮𑄖𑄴 𑄖𑄧𑄝𑄧𑄣 𑄝𑄌𑄴𑄌𑄬𑄟𑄴 𑄙𑄧!
"তোমার গ্রাম, তোমার বাড়ি, তোমার জায়গা, তোমার আত্মীয় স্বজন, এরা মরে গেলে কিছু থাকবে না","𑄖𑄧𑄟𑄳𑄦 𑄃𑄘𑄟𑄴, 𑄖𑄧𑄟𑄳𑄦 𑄊𑄧𑄢𑄴, 𑄖𑄧𑄟𑄳𑄦 𑄎𑄉, 𑄖𑄧𑄟𑄳𑄦 𑄇𑄪𑄘𑄪𑄟𑄴𑄟𑄮𑄃𑄳𑄦𑄪𑄚𑄴, 𑄃𑄨𑄠𑄚𑄳𑄦𑄨 𑄟𑄧𑄣𑄴𑄣𑄳𑄦𑄬 𑄇𑄨𑄌𑄴𑄍𑄪 𑄚𑄧 𑄗𑄬𑄝𑄧𑅁"
তোদের মা,𑄖𑄧𑄟𑄴𑄟𑄘𑄊𑄨
তোমার মা কোথায় গিয়েছে? তোমার মা আর বাবা কোথায় গিয়েছে,𑄖𑄧𑄟𑄴𑄟 𑄇𑄪𑄙𑄪 𑄎𑄨𑄠𑄳𑄦𑄬? 𑄖𑄧𑄟𑄴𑄟𑄣𑄮𑄠𑄴 𑄖𑄧𑄝𑄝𑄬 𑄇𑄪𑄙𑄪 𑄎𑄨𑄠𑄳𑄦𑄮𑄚𑄴?
তাকে আগের চাইতে একটু তরুণ দেখতেছি,𑄖𑄢𑄳𑄦𑄬 𑄃𑄉𑄧𑄖𑄴𑄗𑄪𑄚𑄴 𑄃𑄬𑄇𑄴𑄇 𑄖𑄧𑄢𑄪𑄚𑄮 𑄘𑄬𑄊𑄧𑄋𑄧𑄢𑄴𑅁
নিচে ছিদ্র,𑄖𑄧𑄣 𑄇𑄚
এই খুমে নিচ পর্যন্ত ছোয়া যায় না,𑄖𑄧𑄣 𑄣𑄊𑄧𑄖𑄴 𑄚𑄧 𑄛𑄳𑄦𑄠𑄴 𑄃𑄬 𑄟𑄧𑄢𑄳𑄦𑄧𑄁𑄋𑄮𑄖𑄴
কুপের নিচ পর্যন্ত দেখা যায় না,𑄇𑄪𑄃𑄮𑄞𑄮 𑄖𑄧𑄣𑄃𑄳𑄦𑄚𑄴 𑄘𑄬𑄊 𑄚𑄧 𑄎𑄭
পাতিলের তলানিটা কে ছেঁটেপুটে খাবে?হাঁটতে হাঁটতে জুতার তলানিটা ক্ষয় হলো,𑄛𑄨𑄣𑄬 𑄖𑄧𑄣𑄃𑄳𑄦𑄚𑄴 𑄇𑄧𑄚𑄴𑄚𑄳𑄦 𑄛𑄪𑄏𑄨 𑄈𑄬𑄝𑄧? 𑄦𑄘𑄧𑄘𑄬 𑄦𑄘𑄧𑄘𑄬 𑄎𑄧𑄖 𑄖𑄧𑄣𑄃𑄳𑄦𑄚𑄴 𑄈𑄧𑄠𑄴 𑄎𑄬𑄣𑄧𑄊𑄮𑄠𑄴
"তলা ছিদ্র করে,যতই বেতন পায় না কেন কুলায় না",𑄖𑄧𑄣 𑄇𑄚 𑄉𑄧𑄢𑄳𑄦𑄨 𑄎𑄬𑄙𑄧𑄇𑄴 𑄝𑄬𑄖𑄧𑄚𑄴 𑄛𑄬𑄙𑄧 𑄥𑄖𑄴 𑄚𑄧 𑄇𑄪𑄣𑄮𑄠𑄴𑅁
ভালোভাবে খুঁজে দেখার পর বের হবে কে কী করছে,"𑄉𑄧𑄟𑄬 𑄖𑄧𑄣𑄴𑄝𑄨𑄌𑄴 𑄉𑄧𑄢𑄨𑄣𑄳𑄦𑄬 𑄖𑄳𑄦𑄬 𑄚𑄳𑄦𑄨𑄉𑄨𑄣𑄨𑄝𑄮𑄘𑄬, 𑄇𑄧𑄚𑄬 𑄇𑄨 𑄉𑄮𑄌𑄴𑄍𑄬𑅁"
নিচে পরা,𑄖𑄧𑄣𑄬 𑄛𑄧𑄢𑄚
নিচে নামা,𑄖𑄧𑄣𑄬 𑄣𑄟𑄚
তাদের সংসার শুধু নিচের দিকে পড়তেছে কেন,𑄖𑄢𑄳𑄦 𑄉𑄨𑄢𑄨𑄖𑄴𑄗𑄨 𑄃𑄬𑄉𑄧𑄎 𑄇𑄨 𑄖𑄧𑄣𑄬 𑄛𑄧𑄢𑄬𑄢𑄴 𑄇𑄨𑄎𑄬𑄚𑄨
"তােমরা নিচে না পড়ে উপরের দিকে উঠতে থেকো, এটা আমার আশীর্বাদ থাকলো",
তারা ছাদের উপড় থেকে নিচে নামলো,𑄖𑄢𑄳𑄦 𑄥𑄘𑄧 𑄃𑄪𑄉𑄪𑄢𑄬𑄖𑄴𑄗𑄪𑄚𑄴 𑄖𑄧𑄣𑄬 𑄣𑄟𑄨𑄣𑄇𑄴𑄈𑄨𑅁
বাঁশকোরলের তং,𑄷. 𑄞𑄌𑄴𑄌𑄪𑄢𑄨 𑄖𑄧𑄁
জুমের বাড়িগুলো বেশিরভাগ হচ্ছে তংঘের বাড়ি ,𑄎𑄪𑄟𑄴 𑄊𑄧𑄢𑄚𑄨 𑄝𑄬𑄇𑄴𑄞𑄇𑄴 𑄦𑄧𑄣𑄧𑄘𑄬 𑄖𑄧𑄁 𑄊𑄧𑄢𑄴
চালের তং,𑄹. 𑄌𑄮𑄣𑄮 𑄖𑄧𑄁
"টেক্কা, সাপ্,বিবি,গোলাম","𑄷. 𑄖𑄨𑄇𑄴𑄇𑄬, 𑄥𑄳𑄦𑄛𑄴, 𑄝𑄨𑄝𑄨, 𑄉𑄮𑄣𑄟𑄴"
দূর্গা টেক্কা,𑄘𑄪𑄢𑄴𑄉𑄮 𑄖𑄨𑄇𑄴𑄇𑄬
"রতন,রুয়তন,চিরগে টেক্কা","𑄦𑄧𑄢𑄧𑄖𑄧𑄚𑄴, 𑄢𑄳𑄦𑄪𑄠𑄴𑄖𑄧𑄚𑄴, 𑄌𑄨𑄢𑄴𑄉𑄬 𑄖𑄨𑄇𑄴𑄇𑄬"
এক টাকার দুই হাজার টাকার জিনিসপত্র পাওয়া যায়না আর,"𑄸. 𑄃𑄬𑄇𑄴 𑄖𑄨𑄇𑄴𑄇𑄬, 𑄘𑄨 𑄖𑄨𑄇𑄴𑄇𑄬 𑄎𑄨𑄚𑄳𑄦𑄨𑄌𑄴 𑄚𑄧 𑄛𑄳𑄦𑄠𑄴 𑄃𑄢𑄴"
হাজার টাকার পোশাক,𑄦𑄎𑄢𑄴 𑄖𑄨𑄇𑄴𑄇𑄬 𑄥𑄪𑄣𑄪𑄟𑄴𑅁
শীতে কাঁপতেছে,𑄎𑄢𑄬 𑄖𑄨𑄇𑄴𑄖𑄨𑄉𑄢𑄴 𑄖𑄬
জ্বর হওয়ায় সে কিছুক্ষণ কেঁপে কেঁপে উঠল,𑄎𑄧𑄢𑄬 𑄎𑄧𑄘𑄧𑄝𑄧𑄘𑄬 𑄉𑄧𑄢𑄳𑄦𑄨 𑄖𑄨𑄇𑄴𑄖𑄨𑄉𑄬𑄣𑄧 𑄖𑄬 𑄈𑄇𑄴𑄇𑄧𑄚𑄴
ভয়ে সে রাজাবাবুর সামনে কেঁপে কেঁপে ছিল,𑄘𑄧𑄢𑄬 𑄖𑄨𑄇𑄴𑄖𑄨𑄉𑄬 𑄖𑄨𑄇𑄴𑄖𑄨𑄉𑄬 𑄃𑄬𑄣𑄳𑄦𑄧 𑄖𑄬 𑄢𑄎𑄝𑄝𑄪 𑄟𑄪𑄎𑄪𑄋𑄳𑄦𑄮𑄖𑄴𑅁
